,index,rank,playerplayerid,playershortname,playerageexact,rushingyards,yardspercarry,rushingtouchdowns,targets,receptions,receivingyards,snapshare,opportunityshare,shotguncarryrate,shotgunyardspercarry,undercentercarryrate,undercenteryardspercarry,averagedefendersinthebox,stackedfrontcarryrate,basefrontcarryrate,lightfrontcarryrate,year,position,name,team,played,rushingattempts,receivingtouchdowns,fumbles,fumbleslost,fantasypointspergame,fantasypoints
489,489,7,18983,J. Conner,27.2,973,4.5,12,71,55,497,79.5,83.1,52.6,5.1,47.4,3.9,7.09,33.5,32.1,34.4,2018,RB,James Conner,PIT,13,215,1,4,2,17.3,225.0
490,490,12,18944,K. Hunt,26.9,824,4.6,7,35,26,378,73.9,80.9,68.0,5.4,32.0,2.7,6.59,19.3,28.7,51.4,2018,RB,Kareem Hunt,KC,11,181,7,0,0,18.6,204.2
491,491,10,18858,J. Mixon,26.0,1168,4.9,8,55,43,296,73.0,79.1,33.8,5.4,66.2,4.7,6.63,14.8,35.0,49.8,2018,RB,Joe Mixon,CIN,14,237,1,0,0,14.3,200.4
492,492,9,16847,D. Johnson,30.6,940,3.6,7,76,50,446,83.1,77.5,22.9,4.0,77.1,3.5,7.02,31.8,41.9,25.6,2018,RB,David Johnson,ARI,16,258,3,3,2,12.3,196.6
493,493,6,16056,J. White,30.4,425,4.5,5,123,87,751,54.3,38.6,35.1,5.6,64.9,3.9,6.4,12.8,29.8,56.4,2018,RB,James White,NE,16,94,7,0,0,11.8,189.6
494,494,13,20128,P. Lindsay,28.0,1037,5.4,9,47,35,241,48.7,53.7,21.9,5.8,78.6,5.3,6.88,24.0,42.2,33.9,2018,RB,Phillip Lindsay,DEN,15,192,1,0,0,12.5,187.8
495,495,15,17959,D. Henry,28.5,1059,4.9,12,18,15,99,43.1,50.8,25.6,4.2,74.4,5.2,7.37,44.7,38.1,16.7,2018,RB,Derrick Henry,TEN,16,215,0,1,1,11.6,186.36
496,496,14,19119,C. Carson,27.8,1151,4.7,9,24,20,163,52.4,57.9,54.3,4.9,45.7,4.4,7.01,26.3,41.3,32.4,2018,RB,Chris Carson,SEA,14,247,0,3,2,13.0,181.4
497,497,17,19798,N. Chubb,26.5,996,5.2,8,29,20,149,37.1,48.4,27.1,5.8,72.9,5.0,7.1,29.2,41.1,29.7,2018,RB,Nick Chubb,CLE,16,192,2,0,0,10.9,174.5
498,498,19,4807,A. Peterson,37.3,1042,4.2,7,26,20,208,49.6,63.2,24.7,4.0,75.3,4.2,6.76,14.7,45.8,39.4,2018,RB,Adrian Peterson,WAS,16,251,1,3,2,10.6,169.0
499,499,11,19003,T. Cohen,26.9,444,4.5,3,89,71,725,47.9,37.8,81.8,4.5,18.2,4.1,6.36,7.1,32.3,59.6,2018,RB,Tarik Cohen,CHI,16,99,5,7,3,10.2,162.94
500,500,18,16834,T. Coleman,29.2,800,4.8,4,44,32,276,57.4,54.2,14.4,1.9,85.6,5.3,6.46,15.6,45.5,34.1,2018,RB,Tevin Coleman,ATL,16,167,5,2,0,10.1,161.6
501,501,21,18998,M. Mack,26.3,908,4.7,9,26,17,103,55.2,60.7,43.6,5.4,57.4,4.0,6.7,13.8,42.1,44.1,2018,RB,Marlon Mack,IND,12,195,1,2,2,13.4,161.1
502,502,20,18067,J. Howard,27.7,935,3.7,9,27,20,145,59.5,55.6,55.2,4.2,44.8,3.1,6.68,18.4,40.0,40.0,2018,RB,Jordan Howard,CHI,16,250,0,2,1,10.0,160.0
503,503,16,18003,K. Drake,28.4,535,4.5,4,73,53,477,61.3,45.6,50.0,4.4,50.0,4.5,6.47,11.7,34.2,53.3,2018,RB,Kenyan Drake,MIA,16,120,5,2,1,9.6,153.2
504,504,23,13791,L. Miller,31.2,973,4.6,5,35,25,163,69.7,63.1,44.3,4.9,55.7,4.4,6.85,22.4,43.3,33.8,2018,RB,Lamar Miller,HOU,14,210,1,1,1,10.5,147.6
505,505,24,19045,A. Jones,27.6,728,5.5,8,35,26,206,50.0,56.9,33.8,5.1,66.2,5.7,6.55,7.5,37.6,54.9,2018,RB,Aaron Jones,GB,12,133,1,1,1,12.1,145.4
506,506,26,19319,M. Breida,27.4,814,5.3,3,31,27,261,42.4,43.4,19.6,4.0,80.4,5.6,6.9,24.8,41.2,34.0,2018,RB,Matt Breida,SF,14,153,2,1,1,9.7,135.5
507,507,35,19828,S. Michel,27.4,931,4.5,6,11,7,50,36.2,46.7,8.6,5.2,90.9,4.4,6.99,21.5,57.4,20.1,2018,RB,Sony Michel,NE,13,209,0,1,1,10.2,132.1
508,508,31,18375,P. Barber,28.4,871,3.7,5,29,20,92,58.1,68.5,23.5,3.9,76.5,3.7,6.93,26.1,38.9,34.6,2018,RB,Peyton Barber,TB,16,234,1,1,1,8.1,130.3
509,509,25,19562,A. Ekeler,27.1,554,5.2,2,53,39,404,41.8,36.7,28.3,6.4,71.7,4.8,6.76,22.6,41.5,34.9,2018,RB,Austin Ekeler,LAC,14,106,3,1,1,9.3,129.8
510,510,32,13337,M. Ingram II,32.5,645,4.7,6,27,21,170,46.3,41.4,15.2,5.1,84.8,4.6,6.75,16.7,44.9,37.7,2018,RB,Mark Ingram II,NO,12,138,1,3,1,10.1,121.5
511,511,33,16127,I. Crowell,29.5,685,4.8,6,28,21,152,42.3,45.5,23.8,3.6,76.2,5.2,6.66,18.9,41.3,38.5,2018,RB,Isaiah Crowell,NYJ,13,143,0,0,0,9.2,119.7
512,512,22,16797,T. Yeldon,28.8,414,4.0,1,78,55,487,59.0,43.6,57.7,4.2,42.3,3.8,6.84,25.0,39.4,34.6,2018,RB,T.J. Yeldon,JAX,14,104,4,1,1,8.4,118.1
513,513,30,18872,D. Cook,26.9,615,4.6,2,49,40,305,72.0,65.2,30.1,6.5,69.9,3.8,6.42,8.3,37.6,53.4,2018,RB,Dalvin Cook,MIN,11,133,2,2,2,10.2,112.0
514,514,37,15071,L. Murray,32.5,578,4.1,6,26,22,141,46.8,41.8,17.1,3.8,82.9,4.2,7.1,26.4,50.7,22.9,2018,RB,Latavius Murray,MIN,16,140,0,0,0,6.9,109.9
515,515,34,19822,K. Johnson,25.0,641,5.4,3,39,32,213,55.9,63.8,44.9,5.8,55.1,5.1,6.85,23.7,41.5,34.7,2018,RB,Kerryon Johnson,DET,10,118,1,1,1,10.7,107.4
516,516,36,16887,M. Davis,29.4,514,4.6,4,42,34,214,38.0,30.4,75.0,4.6,25.0,4.6,6.81,17.0,46.4,36.6,2018,RB,Mike Davis,SEA,15,112,1,0,0,6.9,102.8
517,517,41,14385,D. Martin,33.5,723,4.2,4,24,18,116,35.8,40.8,33.7,4.7,66.3,4.0,6.76,20.9,33.7,45.3,2018,RB,Doug Martin,LV,16,172,0,3,3,6.4,101.9
518,518,28,12708,D. Lewis,31.8,517,3.3,1,67,59,400,63.1,48.4,27.7,3.0,72.3,3.4,7.05,29.7,40.6,29.7,2018,RB,Dion Lewis,TEN,16,155,1,1,1,6.4,101.7
519,519,40,18803,L. Fournette,27.5,439,3.3,5,26,22,185,52.3,57.0,27.1,4.4,72.9,2.9,7.15,36.1,36.8,26.3,2018,RB,Leonard Fournette,JAX,8,133,1,0,0,12.3,98.4
520,520,27,19912,N. Hines,25.6,314,3.7,2,81,63,425,43.8,35.0,67.1,4.3,32.9,2.5,6.31,11.8,29.4,57.6,2018,RB,Nyheim Hines,IND,16,85,2,1,0,6.1,97.9
521,521,45,18088,A. Collins,27.9,411,3.6,7,21,15,105,42.9,50.6,42.1,4.4,57.9,3.0,6.89,28.9,39.5,28.9,2018,RB,Alex Collins,BAL,10,114,1,3,3,9.4,93.6
522,522,39,11932,L. McCoy,34.0,514,3.2,3,46,34,238,56.4,52.7,29.2,2.5,70.8,3.5,6.61,17.4,37.9,42.9,2018,RB,LeSean McCoy,BUF,14,161,0,0,0,6.7,93.2
523,523,46,5820,F. Gore,39.1,722,4.6,0,16,12,124,44.0,46.6,40.4,4.1,59.6,5.0,6.49,8.3,41.0,49.4,2018,RB,Frank Gore,MIA,14,156,1,1,0,6.5,90.6
524,524,42,18070,W. Smallwood,28.5,364,4.2,3,35,28,230,37.5,34.2,72.4,4.0,28.7,4.6,6.69,11.5,42.5,47.1,2018,RB,Wendell Smallwood,PHI,16,87,2,2,1,5.6,89.4
525,525,29,18690,J. Richard,28.7,259,4.7,1,81,68,607,41.5,28.3,56.4,5.2,43.6,4.1,6.51,10.9,34.5,54.5,2018,RB,Jalen Richard,LV,16,55,0,3,2,5.5,88.6
526,526,49,16668,C. Hyde,31.8,571,3.3,5,17,10,33,41.7,44.2,30.8,3.5,69.2,3.2,7.28,40.7,34.3,23.8,2018,RB,Carlos Hyde,JAX,14,172,0,2,1,6.3,88.4
527,527,57,20239,G. Edwards,27.2,718,5.2,2,2,2,20,38.8,44.6,88.3,5.5,12.4,3.4,6.93,24.1,41.6,35.0,2018,RB,Gus Edwards,BAL,11,137,0,0,0,8.0,87.8
528,528,44,18995,J. Williams,27.3,464,3.8,3,41,27,210,50.9,41.9,53.7,4.1,45.5,3.5,6.43,9.9,28.9,60.3,2018,RB,Jamaal Williams,GB,16,121,0,0,0,5.5,87.4
529,529,47,19823,R. Freeman,26.4,521,4.0,5,20,14,72,34.2,35.4,16.2,1.7,83.8,4.4,6.97,24.6,45.4,30.0,2018,RB,Royce Freeman,DEN,14,130,0,1,1,6.2,87.3
530,530,38,16838,D. Johnson,28.8,201,5.0,0,62,47,429,43.1,22.3,52.5,5.6,52.5,4.0,6.88,7.5,45.0,52.5,2018,RB,Duke Johnson,CLE,16,40,3,1,0,5.3,85.0
531,531,51,16189,A. Blue,31.2,499,3.3,2,27,20,154,43.4,40.7,36.7,3.8,63.3,3.1,7.03,26.7,48.0,24.7,2018,RB,Alfred Blue,HOU,16,150,0,0,0,4.8,77.3
532,532,58,12296,L. Blount,35.6,418,2.7,5,15,10,67,27.3,42.4,20.1,3.9,80.5,2.4,7.24,33.8,44.8,22.1,2018,RB,LeGarrette Blount,DET,16,154,0,2,1,4.8,76.5
533,533,48,16031,D. Williams,30.3,256,5.1,4,24,23,160,31.0,29.7,56.0,5.4,42.0,5.0,6.36,14.0,26.0,58.0,2018,RB,Damien Williams,KC,14,50,2,1,1,5.4,75.6
534,534,61,20075,J. Adams,25.7,511,4.3,3,13,7,58,32.7,40.5,51.7,4.6,48.3,3.8,6.48,5.0,44.2,50.0,2018,RB,Josh Adams,PHI,13,120,0,1,1,5.8,74.9
535,535,50,19924,I. Smith,26.8,315,3.5,4,32,27,152,38.0,38.2,13.3,3.5,86.7,3.5,6.71,21.1,45.6,31.1,2018,RB,Ito Smith,ATL,14,90,0,1,0,5.0,70.7
536,536,54,15150,C. Patterson,31.3,228,rushingyardsperattempt,1,28,21,247,20.5,0,0,0,0,0,0,0,0,0,2018,RB,Cordarrelle Patterson,NE,15,42,3,1,1,4.6,69.5
537,537,59,19109,E. McGuire,28.1,276,3.0,3,31,19,193,65.0,54.2,29.3,3.1,70.7,3.0,6.82,16.3,41.3,42.4,2018,RB,Elijah McGuire,NYJ,8,92,1,2,2,8.4,66.9
538,538,65,12239,C. Ivory,34.3,385,3.3,1,21,13,205,36.5,37.2,27.8,4.0,72.2,3.1,6.87,24.3,33.0,42.6,2018,RB,Chris Ivory,BUF,13,115,0,1,0,5.0,65.0
539,539,63,12386,M. Lynch,36.2,376,4.2,3,19,15,84,51.9,56.2,25.6,7.8,74.4,2.9,7.08,34.4,34.4,31.1,2018,RB,Marshawn Lynch,LV,6,90,0,0,0,10.7,64.0
540,540,55,19996,J. Samuels,26.0,256,4.6,0,29,26,199,36.8,35.1,66.1,5.3,33.9,3.2,6.5,7.1,37.5,55.4,2018,RB,Jaylen Samuels,PIT,14,56,3,1,0,4.5,63.5
541,541,70,15020,C. Anderson,31.4,403,6.0,2,9,5,41,26.3,28.4,26.9,5.1,73.1,6.3,7.18,32.8,53.7,13.4,2018,RB,CJ Anderson,LAR,11,67,1,0,0,5.7,62.4
542,542,67,19799,R. Penny,26.4,419,4.9,2,12,9,75,22.6,23.0,60.0,5.4,40.0,4.3,6.93,23.5,43.5,32.9,2018,RB,Rashaad Penny,SEA,14,85,0,0,0,4.4,61.4
543,543,52,14916,G. Bernard,30.6,211,3.8,3,48,35,218,45.1,32.6,44.6,3.0,55.4,4.4,6.61,16.1,35.7,48.2,2018,RB,Giovani Bernard,CIN,12,56,0,0,0,5.1,60.9
544,544,68,14269,A. Morris,33.6,428,3.9,2,14,8,73,34.5,36.8,14.4,5.1,85.6,3.6,7.21,30.6,48.6,20.7,2018,RB,Alfred Morris,SF,12,111,0,2,1,5.0,60.1
545,545,62,19548,C. Clement,27.7,259,3.8,2,25,22,192,33.6,31.2,63.2,4.6,38.2,2.5,6.69,7.4,44.1,50.0,2018,RB,Corey Clement,PHI,11,68,0,4,0,5.4,59.1
546,546,64,15261,S. Ware,30.6,246,4.8,2,23,20,224,29.8,24.5,58.8,3.7,41.2,6.4,6.24,7.8,15.7,76.5,2018,RB,Spencer Ware,KC,13,51,0,0,0,4.5,59.0
547,547,43,15126,T. Riddick,31.2,171,rushingyardsperattempt,0,75,61,384,0.0,0,0,0,0,0,0,0,0,0,2018,RB,Theo Riddick,DET,14,40,0,0,0,4.0,55.5
548,548,53,15102,C. Thompson,31.7,178,4.1,0,55,41,268,51.3,34.1,69.8,4.7,30.2,2.8,6.16,7.0,27.9,65.1,2018,RB,Chris Thompson,WAS,10,43,1,1,0,5.1,50.6
549,549,77,17023,Z. Zenner,30.8,265,4.8,3,10,7,56,24.7,35.9,25.5,3.4,74.5,5.3,7.36,34.5,50.9,14.5,2018,RB,Zach Zenner,DET,8,55,0,0,0,6.3,50.1
550,550,56,17970,D. Booker,30.1,183,5.4,1,51,38,275,28.4,17.5,61.8,4.2,38.2,7.3,6.06,0.0,32.4,67.6,2018,RB,Devontae Booker,DEN,16,34,0,1,1,3.1,49.8
551,551,75,12800,B. Powell,33.7,343,4.3,0,18,11,110,47.6,47.6,28.7,4.6,71.2,4.2,6.89,25.0,40.0,35.0,2018,RB,Bilal Powell,NYJ,7,80,1,2,1,7.0,49.3
552,552,78,17969,K. Dixon,28.5,333,5.5,2,7,6,51,34.2,35.4,78.3,4.8,21.7,8.0,6.85,15.0,58.3,26.7,2018,RB,Kenneth Dixon,BAL,6,60,0,2,1,8.1,48.4
553,553,73,20064,J. Jackson,26.2,206,4.1,2,19,15,135,30.1,29.1,34.0,4.6,66.0,3.8,6.72,12.0,48.0,40.0,2018,RB,Justin Jackson,LAC,9,50,0,0,0,5.1,46.1
554,554,74,6198,D. Sproles,39.0,120,4.1,1,23,15,160,36.5,28.3,82.8,4.5,17.2,2.2,6.24,3.4,27.6,69.0,2018,RB,Darren Sproles,PHI,6,29,2,0,0,7.7,46.0
555,555,72,16273,K. Bibbs,29.5,103,4.9,3,23,16,115,28.3,17.1,57.1,6.4,42.9,2.9,6.29,9.5,28.6,61.9,2018,RB,Kapri Bibbs,GB,12,21,1,1,0,3.8,45.8
556,556,60,13299,J. Rodgers,32.4,106,3.2,1,45,38,304,34.0,21.5,48.5,4.5,51.5,2.0,6.58,15.2,33.3,51.5,2018,RB,Jacquizz Rodgers,TB,16,33,0,1,1,2.8,45.0
557,557,76,19979,J. Wilkins,28.0,336,5.6,1,17,16,85,21.9,19.1,36.7,4.3,63.3,6.3,6.78,20.0,38.3,41.7,2018,RB,Jordan Wilkins,IND,16,60,0,2,2,2.8,44.1
558,558,71,19919,C. Edmonds,26.2,208,3.5,2,23,20,103,22.0,19.3,33.3,3.0,66.7,3.7,7.0,26.7,45.0,28.3,2018,RB,Chase Edmonds,ARI,16,60,0,1,0,2.7,43.1
559,559,84,16909,J. Ajayi,29.1,184,4.1,3,6,5,20,44.2,48.1,82.2,3.8,20.0,5.1,6.62,6.7,44.4,51.1,2018,RB,Jay Ajayi,PHI,4,45,0,1,1,9.6,38.4
560,560,69,14901,K. Juszczyk,31.2,30,3.8,0,40,30,324,65.9,10.4,62.5,5.8,37.5,0.3,6.62,37.5,25.0,37.5,2018,RB,Kyle Juszczyk,SF,16,8,1,2,2,2.3,37.4
561,561,79,14917,R. Burkhead,32.0,186,3.3,0,20,14,131,29.3,26.1,7.0,2.8,94.7,3.3,7.23,33.3,45.6,22.8,2018,RB,Rex Burkhead,NE,8,57,1,2,1,4.5,35.7
562,562,89,17053,M. Brown,29.1,212,4.9,0,7,5,52,16.1,17.0,0.0,0,100.0,4.9,7.19,32.6,51.2,16.3,2018,RB,Malcolm Brown,LAR,12,43,1,0,0,2.9,34.4
563,563,88,17217,R. Mostert,30.2,261,7.7,1,7,6,25,23.6,20.9,14.7,8.4,85.3,7.6,6.53,11.8,44.1,44.1,2018,RB,Raheem Mostert,SF,9,34,0,1,1,3.6,32.6
564,564,82,20360,J. Wilson Jr.,26.6,266,4.0,0,15,12,98,52.7,49.1,19.7,5.3,80.3,3.7,7.2,34.8,50.0,15.2,2018,RB,Jeff Wilson Jr.,SF,6,66,0,3,2,5.4,32.4
565,565,80,20040,T. Cannon,28.0,113,3.0,1,25,17,144,24.9,18.3,52.6,2.5,47.4,3.6,6.66,15.8,36.8,47.4,2018,RB,Trenton Cannon,NYJ,16,38,0,0,0,2.0,31.7
566,566,83,14783,J. Develin,34.0,8,1.3,4,18,12,61,35.0,5.0,0.0,0,100.0,1.3,7.0,66.7,16.7,0.0,2018,RB,James Develin,NE,16,6,0,0,0,1.9,30.9
567,567,81,18996,W. Gallman,27.8,176,3.5,1,22,14,89,16.3,17.9,21.6,3.8,78.4,3.4,6.8,17.6,49.0,33.3,2018,RB,Wayne Gallman,NYG,15,51,0,2,1,2.0,30.5
568,568,85,19824,K. Ballage,26.5,191,5.3,1,11,9,56,15.0,15.9,55.6,2.6,44.4,8.6,6.08,5.6,44.4,44.4,2018,RB,Kalen Ballage,MIA,12,36,0,1,1,2.4,28.7
569,569,87,16989,M. Murphy,30.8,250,4.8,0,19,11,26,26.3,22.5,50.0,6.2,50.0,3.4,6.46,13.5,36.5,50.0,2018,RB,Marcus Murphy,BUF,11,52,0,1,0,2.5,27.6
570,570,91,13741,B. Bolden,32.4,91,11.4,2,3,3,13,11.0,8.8,12.5,4.0,87.5,12.4,6.5,0.0,50.0,50.0,2018,RB,Brandon Bolden,MIA,16,8,1,1,1,1.6,26.4
571,571,90,17360,R. Smith,30.5,127,2.9,1,12,9,60,17.0,14.1,22.7,3.3,77.3,2.8,6.89,25.0,38.6,36.4,2018,RB,Rod Smith,DAL,16,44,0,0,0,1.5,24.7
572,572,92,18093,A. Janovich,29.1,5,2.5,0,10,8,112,21.8,3.5,0.0,0,100.0,2.5,8.5,100.0,0.0,0.0,2018,RB,Andy Janovich,DEN,16,2,1,0,0,1.1,17.7
573,573,95,15555,Z. Line,32.2,41,4.6,0,10,5,14,22.3,4.6,0.0,0,100.0,4.6,7.11,44.4,22.2,33.3,2018,RB,Zach Line,NO,16,9,2,0,0,1.1,17.5
574,574,93,13418,A. Sherman,33.6,2,2.0,0,9,8,96,9.2,4.4,0.0,0,100.0,2.0,8.0,100.0,0.0,0.0,2018,RB,Anthony Sherman,KC,16,1,1,0,0,1.0,15.8
575,575,104,18152,D. Washington,28.2,154,5.7,0,0,0,0,17.1,19.6,3.7,4.0,96.3,5.8,6.74,7.4,59.3,33.3,2018,RB,Dwayne Washington,NO,6,27,0,0,0,2.6,15.4
576,576,94,19205,T. Mizzell,28.7,16,1.8,0,10,8,78,13.4,7.8,77.8,2.3,22.2,0.0,6.33,0.0,33.3,66.7,2018,RB,Taquan Mizzell,CHI,9,9,1,0,0,1.7,15.4
577,577,102,19033,B. Hill,26.7,157,7.8,0,2,1,9,17.4,17.3,15.0,2.3,85.0,8.8,7.05,30.0,40.0,30.0,2018,RB,Brian Hill,ATL,9,20,0,1,1,1.6,14.6
578,578,100,16934,C. Artis-Payne,30.0,69,3.6,1,4,3,15,18.1,18.9,36.8,1.7,63.2,4.8,6.74,15.8,42.1,42.1,2018,RB,Cameron Artis-Payne,CAR,9,19,0,0,0,1.6,14.4
579,579,105,19072,A. Armah,28.1,15,1.7,2,1,1,5,15.8,4.4,11.1,1.0,88.9,1.8,8.67,55.6,44.4,0.0,2018,RB,Alex Armah,CAR,16,9,0,0,0,0.9,14.0
580,580,96,19861,R. Jones II,24.9,44,1.9,1,9,7,33,20.8,23.2,39.1,2.3,60.9,1.6,6.17,4.3,17.4,78.3,2018,RB,Ronald Jones II,TB,9,23,0,0,0,1.5,13.7
581,581,101,20500,D. Williams,27.2,44,3.4,0,3,3,27,16.2,19.5,84.6,3.6,15.4,2.0,6.31,0.0,30.8,69.2,2018,RB,Darrel Williams,KC,4,13,1,0,0,3.3,13.1
582,582,106,12774,S. Ridley,33.4,80,2.8,1,4,3,18,10.4,14.0,10.3,3.0,89.7,2.7,7.41,48.3,27.6,24.1,2018,RB,Stevan Ridley,PIT,10,29,0,2,2,1.2,11.8
583,583,98,17197,C. Grant,30.5,40,3.1,0,12,9,67,18.3,16.8,53.8,3.0,46.2,3.2,6.85,23.1,38.5,38.5,2018,RB,Corey Grant,JAX,5,13,0,0,0,2.1,10.7
584,584,112,18061,D. Washington,29.4,115,3.8,0,1,1,9,13.1,13.2,46.7,5.9,53.3,2.1,6.93,23.3,33.3,43.3,2018,RB,DeAndre Washington,LV,10,30,0,1,1,1.0,10.4
585,585,110,19957,J. Kelly,25.8,74,2.7,0,3,2,27,17.7,24.2,3.7,5.0,96.3,2.7,7.48,48.1,48.1,3.7,2018,RB,John Kelly,LAR,4,27,0,0,0,2.5,10.1
586,586,108,20598,K. Ford,28.2,79,3.8,0,5,3,21,50.0,54.2,9.5,8.0,90.5,3.3,6.52,23.8,42.9,28.6,2018,RB,Keith Ford,BUF,2,21,0,0,0,5.0,10.0
587,587,111,16307,C. West,31.1,-1,-0.5,0,3,2,37,21.2,10.0,50.0,-2.0,50.0,1.0,5.5,0.0,0.0,100.0,2018,RB,Charcandrick West,KC,3,2,1,0,0,3.2,9.6
588,588,97,18652,C. Ham,29.0,8,1.3,0,15,11,85,15.4,8.2,0.0,0,100.0,1.3,7.67,66.7,16.7,16.7,2018,RB,C.J. Ham,MIN,15,6,0,0,0,0.6,9.3
589,589,107,16524,D. Freeman,30.3,68,4.9,0,7,5,23,50.4,45.7,7.1,8.0,92.9,4.6,6.64,14.3,35.7,50.0,2018,RB,Devonta Freeman,ATL,2,14,0,0,0,4.6,9.1
590,590,114,18957,D. Foreman,26.2,-1,-0.1,0,2,2,28,52.5,50.0,57.1,0.2,42.9,-0.7,6.71,14.3,71.4,14.3,2018,RB,D'Onta Foreman,HOU,1,7,1,1,0,8.7,8.7
591,591,99,20566,D. Hilliard,27.4,0,0.0,0,10,9,105,9.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,RB,Dontrell Hilliard,CLE,11,0,0,0,0,0.8,8.5
592,592,109,19915,M. Walton,25.3,34,2.4,0,8,5,41,16.4,11.3,57.1,2.5,42.9,2.3,6.5,21.4,7.1,71.4,2018,RB,Mark Walton,CIN,14,14,0,0,0,0.5,7.5
593,593,103,18617,E. Penny,28.9,25,3.6,0,9,8,50,18.7,5.6,14.3,5.0,85.7,3.3,7.57,42.9,57.1,0.0,2018,RB,Elijhaa Penny,NYG,12,7,0,0,0,0.6,7.5
594,594,118,15185,K. Barner,33.2,71,3.7,0,1,1,3,7.4,7.1,15.8,4.0,84.2,3.7,6.95,15.8,57.9,26.3,2018,RB,Kenjon Barner,CAR,9,19,0,1,0,0.8,7.4
595,595,115,14786,P. DiMarco,33.2,9,9.0,0,4,3,62,17.1,3.8,100.0,9.0,0.0,0,6.0,0.0,0.0,100.0,2018,RB,Patrick DiMarco,BUF,16,1,0,0,0,0.4,7.1
596,596,117,20309,D. Newsome,28.3,49,4.5,0,2,2,19,15.8,13.3,45.5,6.4,54.5,2.8,6.27,0.0,36.4,63.6,2018,RB,Detrez Newsome,LAC,9,11,0,0,0,0.8,6.8
597,597,122,20327,R. Thomas,26.8,30,3.8,0,4,2,21,8.4,10.1,62.5,5.8,37.5,0.3,6.88,25.0,37.5,37.5,2018,RB,Roc Thomas,MIN,5,8,0,0,0,1.0,5.1
598,598,123,20159,M. Boone,27.0,47,4.3,0,3,2,1,8.1,10.2,54.5,3.7,45.5,5.0,6.64,9.1,54.5,36.4,2018,RB,Mike Boone,MIN,8,11,0,0,0,0.6,4.8
599,599,119,16534,R. Nix,30.3,4,4.0,0,6,4,38,8.7,3.6,100.0,4.0,0.0,0,7.0,0.0,100.0,0.0,2018,RB,Roosevelt Nix,PIT,16,1,0,0,0,0.3,4.2
600,600,116,14891,T. Bohanon,31.8,0,0.0,0,9,6,41,17.3,3.8,0.0,0,100.0,0.0,9.0,100.0,0.0,0.0,2018,RB,Tommy Bohanon,JAX,16,1,0,0,0,0.3,4.1
601,601,113,19032,T. Logan,27.8,2,1.0,0,7,7,37,3.8,5.1,50.0,5.0,50.0,-3.0,6.5,0.0,50.0,50.0,2018,RB,T.J. Logan,ARI,10,2,0,0,0,0.4,3.9
602,602,120,18256,B. Marshall,28.4,9,3.0,0,6,4,30,14.5,7.1,66.7,2.5,33.3,4.0,6.33,0.0,33.3,66.7,2018,RB,Byron Marshall,WAS,6,3,0,0,0,0.6,3.9
603,603,127,18339,T. Madden,28.9,3,1.0,0,3,2,35,10.9,3.6,0.0,0,100.0,1.3,9.0,100.0,0.0,0.0,2018,RB,Tre Madden,SEA,14,3,0,0,0,0.3,3.8
604,604,124,18993,S. Perine,26.8,32,4.0,0,4,3,5,13.5,12.4,62.5,4.2,37.5,3.7,5.62,0.0,37.5,62.5,2018,RB,Samaje Perine,WAS,5,8,0,0,0,0.7,3.7
605,605,137,20016,D. Williams,28.1,36,4.5,0,0,0,0,10.6,12.5,50.0,4.2,50.0,4.8,6.75,25.0,25.0,50.0,2018,RB,David Williams,JAX,3,8,0,0,0,1.2,3.6
606,606,125,18041,T. Ervin,28.7,0,0.0,0,4,3,35,13.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,RB,Tyler Ervin,HOU,9,0,0,1,0,0.4,3.5
607,607,126,20472,S. Wilson,26.6,29,4.8,0,5,3,5,6.4,9.5,83.3,5.4,16.7,2.0,6.33,16.7,16.7,66.7,2018,RB,Shaun Wilson,TB,5,6,0,0,0,0.7,3.4
608,608,130,14872,M. Gillislee,31.7,43,2.7,0,1,1,9,9.7,12.9,0.0,0,100.0,2.7,7.44,43.8,43.8,12.5,2018,RB,Mike Gillislee,NO,4,16,0,1,1,0.8,3.2
609,609,131,16112,J. Hill,29.7,25,6.2,0,1,1,6,15.7,11.4,0.0,0,100.0,6.2,7.25,25.0,75.0,0.0,2018,RB,Jeremy Hill,NE,1,4,0,0,0,3.1,3.1
610,610,135,15207,B. Cunningham,32.0,20,1.8,0,2,1,9,4.8,4.9,36.4,2.8,54.5,1.7,6.64,27.3,45.5,18.2,2018,RB,Benjamin Cunningham,CHI,15,11,0,0,0,0.2,2.9
611,611,141,16867,J. Langford,30.6,25,2.8,0,0,0,0,18.7,33.3,22.2,1.5,77.8,3.1,7.11,22.2,66.7,11.1,2018,RB,Jeremy Langford,ATL,1,9,0,0,0,2.5,2.5
612,612,140,14352,T. Cadet,33.4,17,1.5,0,1,1,5,26.9,32.4,27.3,2.0,72.7,1.4,5.91,18.2,18.2,54.5,2018,RB,Travaris Cadet,CAR,1,11,0,0,0,2.2,2.2
613,613,133,20562,D. Turner,26.9,4,4.0,0,2,2,17,5.2,5.1,0.0,0,100.0,4.0,8.0,100.0,0.0,0.0,2018,RB,De'Lance Turner,BAL,4,1,0,0,0,0.5,2.1
